logged_at,reason,name,title,url,query
2026-04-28T22:04:50.929518Z,non_org_title,NGO Directory of Oman | arab.org,NGO Directory of Oman | arab.org,,"""NGO Directory of Oman | arab.org"" ""Oman"" organization"
2026-04-28T22:04:51.514575Z,non_org_title,Directory of Non,Directory of Non,,"""Directory of Non"" ""Oman"" organization"
2026-04-28T22:04:52.095463Z,non_org_title,"List of Ngos, Charities and non-profits in Oman - NGO Base","List of Ngos, Charities and non-profits in Oman - NGO Base",,"""List of Ngos, Charities and non-profits in Oman - NGO Base"" ""Oman"" organization"
2026-04-28T22:04:52.673744Z,missing_url,OM/oman-ngos,OM/oman-ngos,,"""OM/oman-ngos"" ""Oman"" organization"
2026-04-28T22:04:53.261642Z,missing_url,About the NGOs - Portal,About the NGOs - Portal,,"""About the NGOs - Portal"" ""Oman"" organization"
2026-04-28T22:04:53.838394Z,missing_url,Non-Profit Organizations (NGOs) and Social Impact Initiatives in Muscat,Non-Profit Organizations (NGOs) and Social Impact Initiatives in Muscat,,"""Non-Profit Organizations (NGOs) and Social Impact Initiatives in Muscat "" ""Oman"" organization"
2026-04-28T22:04:54.422191Z,non_org_title,"The Growing Landscape of NGOs in Muscat Muscat, Oman","The Growing Landscape of NGOs in Muscat Muscat, Oman",,"""The Growing Landscape of NGOs in Muscat Muscat, Oman"" ""Oman"" organization"
2026-04-28T22:04:55.007730Z,missing_url,How many Non-profit organizations are in Oman in 2025,How many Non-profit organizations are in Oman in 2025,,"""How many Non-profit organizations are in Oman in 2025"" ""Oman"" organization"
2026-04-28T22:04:55.588149Z,non_org_title,Associations and NGO in Oman - Expat.com,Associations and NGO in Oman - Expat.com,,"""Associations and NGO in Oman - Expat.com"" ""Oman"" organization"
2026-04-28T22:04:56.147632Z,non_org_title,"List of associations and NGOs in Oman, non","List of associations and NGOs in Oman, non",,"""List of associations and NGOs in Oman, non"" ""Oman"" organization"
2026-04-28T22:04:56.732857Z,missing_url,Charitable Organizations in Oman | PDF | Oman | Disability - Scribd,Charitable Organizations in Oman | PDF | Oman | Disability - Scribd,,"""Charitable Organizations in Oman | PDF | Oman | Disability - Scribd"" ""Oman"" organization"
2026-04-28T22:04:57.321757Z,missing_url,Charitable,Charitable,,"""Charitable"" ""Oman"" organization"
2026-04-28T22:04:57.908557Z,missing_url,Oman | NGO Explorer,Oman | NGO Explorer,,"""Oman | NGO Explorer"" ""Oman"" organization"
2026-04-28T22:04:58.480596Z,missing_url,Charitable Organizations - Portal,Charitable Organizations - Portal,,"""Charitable Organizations - Portal"" ""Oman"" organization"
2026-04-28T22:04:59.056100Z,missing_url,Charitable organizations are non,Charitable organizations are non,,"""Charitable organizations are non"" ""Oman"" organization"
