logged_at,reason,name,title,url,query
2026-04-22T21:07:36.322258Z,missing_url,Edit links,Edit links,,"""Edit links"" ""China"" organization"
2026-04-22T21:07:48.345041Z,missing_url,Add links,Add links,,"""Add links"" ""China"" organization"
2026-04-22T21:08:00.364089Z,missing_url,China's NGO network,China's NGO network,,"""China's NGO network"" ""China"" organization"
2026-04-22T21:08:12.387560Z,missing_url,Chinese NGO Interactive Network,Chinese NGO Interactive Network,,"""Chinese NGO Interactive Network"" ""China"" organization"
2026-04-22T21:08:24.398919Z,missing_url,China CSR Map,China CSR Map,,"""China CSR Map"" ""China"" organization"
2026-04-22T21:08:36.468188Z,missing_url,China Development Brief,China Development Brief,,"""China Development Brief"" ""China"" organization"
2026-04-22T21:08:48.494136Z,non_org_title,Database of over 200 International NGOs operating in China,Database of over 200 International NGOs operating in China,,"""Database of over 200 International NGOs operating in China"" ""China"" organization"
2026-04-22T21:09:00.527922Z,non_org_title,Database of NGOs operating in China,Database of NGOs operating in China,,"""Database of NGOs operating in China"" ""China"" organization"
2026-04-22T21:09:12.554776Z,missing_url,Report on China's Tax Rules For Not-For-Profit Organizations,Report on China's Tax Rules For Not-For-Profit Organizations,,"""Report on China's Tax Rules For Not-For-Profit Organizations"" ""China"" organization"
2026-04-22T21:09:24.571674Z,non_org_title,The World Bank and NGOs in China,The World Bank and NGOs in China,,"""The World Bank and NGOs in China"" ""China"" organization"
2026-04-22T21:09:36.599854Z,missing_url,A Study of Chinese Philanthropy by Danqing Li,A Study of Chinese Philanthropy by Danqing Li,,"""A Study of Chinese Philanthropy by Danqing Li"" ""China"" organization"
2026-04-22T21:09:48.630103Z,missing_url,"Wikimedia Foundation, Inc","Wikimedia Foundation, Inc",,"""Wikimedia Foundation, Inc"" ""China"" organization"
