logged_at,reason,name,title,url,query
2026-04-23T06:36:14.740203Z,non_org_title,"List of Ngos, Charities and non-profits in South Korea - NGO Base","List of Ngos, Charities and non-profits in South Korea - NGO Base",,"""List of Ngos, Charities and non-profits in South Korea - NGO Base"" ""South Korea"" organization"
2026-04-23T06:36:15.280726Z,missing_url,KR/south-korea-ngos,KR/south-korea-ngos,,"""KR/south-korea-ngos"" ""South Korea"" organization"
2026-04-23T06:36:15.819671Z,missing_url,Civil Society Cooperation Program,Civil Society Cooperation Program,,"""Civil Society Cooperation Program"" ""South Korea"" organization"
2026-04-23T06:36:16.362434Z,non_org_title,List Of Charities In South Korea - AAM Nation Care,List Of Charities In South Korea - AAM Nation Care,,"""List Of Charities In South Korea - AAM Nation Care"" ""South Korea"" organization"
2026-04-23T06:36:16.903242Z,missing_url,"South Korea, the community chest institution","South Korea, the community chest institution",,"""South Korea, the community chest institution"" ""South Korea"" organization"
2026-04-23T06:36:17.451932Z,non_org_title,Worldwide NGO Directory,Worldwide NGO Directory,,"""Worldwide NGO Directory"" ""South Korea"" organization"
2026-04-23T06:36:17.988024Z,non_org_title,Associations and NGO in South Korea - Expat.com,Associations and NGO in South Korea - Expat.com,,"""Associations and NGO in South Korea - Expat.com"" ""South Korea"" organization"
2026-04-23T06:36:18.528548Z,non_org_title,"List of associations and NGOs in South Korea, non","List of associations and NGOs in South Korea, non",,"""List of associations and NGOs in South Korea, non"" ""South Korea"" organization"
2026-04-23T06:36:19.075922Z,missing_url,South Korea NGOs and Nonprofits - GlobalGiving,South Korea NGOs and Nonprofits - GlobalGiving,,"""South Korea NGOs and Nonprofits - GlobalGiving"" ""South Korea"" organization"
2026-04-23T06:36:19.619025Z,non_org_title,Top 8 Nonprofit Organizations in South Korea - Apr 2026,Top 8 Nonprofit Organizations in South Korea - Apr 2026,,"""Top 8 Nonprofit Organizations in South Korea - Apr 2026"" ""South Korea"" organization"
2026-04-23T06:36:20.155938Z,non_org_title,List Of Non-profit organizations in South Korea,List Of Non-profit organizations in South Korea,,"""List Of Non-profit organizations in South Korea"" ""South Korea"" organization"
2026-04-23T06:36:20.694477Z,missing_url,Non-profit organizations which,Non-profit organizations which,,"""Non-profit organizations which"" ""South Korea"" organization"
2026-04-23T06:36:21.230992Z,missing_url,South Korea | NGO Explorer,South Korea | NGO Explorer,,"""South Korea | NGO Explorer"" ""South Korea"" organization"
2026-04-23T06:36:21.773481Z,missing_url,Civil Society and NGOs Program - 서울대학교 아시아연구소,Civil Society and NGOs Program - 서울대학교 아시아연구소,,"""Civil Society and NGOs Program - 서울대학교 아시아연구소"" ""South Korea"" organization"
