logged_at,reason,name,title,url,query
2026-04-22T20:07:18.133220Z,missing_url,Edit links,Edit links,,"""Edit links"" ""China"" organization"
2026-04-22T20:07:18.691541Z,missing_url,Add links,Add links,,"""Add links"" ""China"" organization"
2026-04-22T20:07:19.249279Z,missing_url,China's NGO network,China's NGO network,,"""China's NGO network"" ""China"" organization"
2026-04-22T20:07:19.798609Z,missing_url,Chinese NGO Interactive Network,Chinese NGO Interactive Network,,"""Chinese NGO Interactive Network"" ""China"" organization"
2026-04-22T20:07:20.348781Z,missing_url,China CSR Map,China CSR Map,,"""China CSR Map"" ""China"" organization"
2026-04-22T20:07:20.977368Z,missing_url,China Development Brief,China Development Brief,,"""China Development Brief"" ""China"" organization"
2026-04-22T20:07:21.538157Z,non_org_title,Database of over 200 International NGOs operating in China,Database of over 200 International NGOs operating in China,,"""Database of over 200 International NGOs operating in China"" ""China"" organization"
2026-04-22T20:07:22.097179Z,non_org_title,Database of NGOs operating in China,Database of NGOs operating in China,,"""Database of NGOs operating in China"" ""China"" organization"
2026-04-22T20:07:22.670666Z,missing_url,Report on China's Tax Rules For Not-For-Profit Organizations,Report on China's Tax Rules For Not-For-Profit Organizations,,"""Report on China's Tax Rules For Not-For-Profit Organizations"" ""China"" organization"
2026-04-22T20:07:23.228247Z,non_org_title,The World Bank and NGOs in China,The World Bank and NGOs in China,,"""The World Bank and NGOs in China"" ""China"" organization"
2026-04-22T20:07:23.780764Z,missing_url,A Study of Chinese Philanthropy by Danqing Li,A Study of Chinese Philanthropy by Danqing Li,,"""A Study of Chinese Philanthropy by Danqing Li"" ""China"" organization"
2026-04-22T20:07:24.325716Z,missing_url,"Wikimedia Foundation, Inc","Wikimedia Foundation, Inc",,"""Wikimedia Foundation, Inc"" ""China"" organization"
