logged_at,reason,name,title,url,query
2026-04-25T07:50:32.710150Z,non_org_title,"List of Ngos, Charities and non-profits in Croatia - NGO Base","List of Ngos, Charities and non-profits in Croatia - NGO Base",,"""List of Ngos, Charities and non-profits in Croatia - NGO Base"" ""Croatia"" organization"
2026-04-25T07:50:33.260884Z,missing_url,HR/croatia-ngos,HR/croatia-ngos,,"""HR/croatia-ngos"" ""Croatia"" organization"
2026-04-25T07:50:33.803676Z,non_org_title,List of NGOs in Croatia - GlobalGiving Atlas,List of NGOs in Croatia - GlobalGiving Atlas,,"""List of NGOs in Croatia - GlobalGiving Atlas"" ""Croatia"" organization"
2026-04-25T07:50:34.358955Z,missing_url,Support to the work of associations - gov.hr,Support to the work of associations - gov.hr,,"""Support to the work of associations - gov.hr"" ""Croatia"" organization"
2026-04-25T07:50:34.913710Z,missing_url,Office for Cooperation with NGOs - Home - udruge,Office for Cooperation with NGOs - Home - udruge,,"""Office for Cooperation with NGOs - Home - udruge"" ""Croatia"" organization"
2026-04-25T07:50:35.480622Z,missing_url,EU Programmes Swiss,EU Programmes Swiss,,"""EU Programmes Swiss"" ""Croatia"" organization"
2026-04-25T07:50:36.028578Z,non_org_title,Associations and NGO in Croatia - Expat.com,Associations and NGO in Croatia - Expat.com,,"""Associations and NGO in Croatia - Expat.com"" ""Croatia"" organization"
2026-04-25T07:50:36.568576Z,non_org_title,"List of associations and NGOs in Croatia, non","List of associations and NGOs in Croatia, non",,"""List of associations and NGOs in Croatia, non"" ""Croatia"" organization"
2026-04-25T07:50:37.112487Z,missing_url,5 Charities Operating in Croatia - The Borgen Project,5 Charities Operating in Croatia - The Borgen Project,,"""5 Charities Operating in Croatia - The Borgen Project"" ""Croatia"" organization"
2026-04-25T07:50:37.669527Z,missing_url,PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo,PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo,,"""PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo"" ""Croatia"" organization"
2026-04-25T07:50:38.243798Z,missing_url,CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR,CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR,,"""CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR"" ""Croatia"" organization"
2026-04-25T07:50:38.825977Z,non_org_title,List Of Non-profit organizations in Croatia (Hrvatska),List Of Non-profit organizations in Croatia (Hrvatska),,"""List Of Non-profit organizations in Croatia (Hrvatska)"" ""Croatia"" organization"
2026-04-25T07:50:39.379324Z,missing_url,Non-profit organizations in Croatia,Non-profit organizations in Croatia,,"""Non-profit organizations in Croatia"" ""Croatia"" organization"
