logged_at,reason,name,title,url,query
2026-04-25T19:53:00.914411Z,non_org_title,"List of Ngos, Charities and non-profits in Croatia - NGO Base","List of Ngos, Charities and non-profits in Croatia - NGO Base",,"""List of Ngos, Charities and non-profits in Croatia - NGO Base"" ""Croatia"" organization"
2026-04-25T19:53:01.457227Z,missing_url,HR/croatia-ngos,HR/croatia-ngos,,"""HR/croatia-ngos"" ""Croatia"" organization"
2026-04-25T19:53:01.997586Z,missing_url,Office for Cooperation with NGOs - Home - udruge,Office for Cooperation with NGOs - Home - udruge,,"""Office for Cooperation with NGOs - Home - udruge"" ""Croatia"" organization"
2026-04-25T19:53:02.551702Z,missing_url,EU Programmes Swiss,EU Programmes Swiss,,"""EU Programmes Swiss"" ""Croatia"" organization"
2026-04-25T19:53:03.101134Z,non_org_title,Associations and NGO in Croatia - Expat.com,Associations and NGO in Croatia - Expat.com,,"""Associations and NGO in Croatia - Expat.com"" ""Croatia"" organization"
2026-04-25T19:53:03.643326Z,non_org_title,"List of associations and NGOs in Croatia, non","List of associations and NGOs in Croatia, non",,"""List of associations and NGOs in Croatia, non"" ""Croatia"" organization"
2026-04-25T19:53:04.304781Z,non_org_title,List of NGOs in Croatia - GlobalGiving Atlas,List of NGOs in Croatia - GlobalGiving Atlas,,"""List of NGOs in Croatia - GlobalGiving Atlas"" ""Croatia"" organization"
2026-04-25T19:53:04.849538Z,missing_url,Register of Foundations of the Republic of Croatia,Register of Foundations of the Republic of Croatia,,"""Register of Foundations of the Republic of Croatia"" ""Croatia"" organization"
2026-04-25T19:53:05.391971Z,missing_url,A generally beneficial purpose in the sense of the Act,A generally beneficial purpose in the sense of the Act,,"""A generally beneficial purpose in the sense of the Act"" ""Croatia"" organization"
2026-04-25T19:53:05.955075Z,missing_url,5 Charities Operating in Croatia - The Borgen Project,5 Charities Operating in Croatia - The Borgen Project,,"""5 Charities Operating in Croatia - The Borgen Project"" ""Croatia"" organization"
2026-04-25T19:53:06.491915Z,non_org_title,List Of Non-profit organizations in Croatia (Hrvatska),List Of Non-profit organizations in Croatia (Hrvatska),,"""List Of Non-profit organizations in Croatia (Hrvatska)"" ""Croatia"" organization"
2026-04-25T19:53:07.030622Z,missing_url,Non-profit organizations in Croatia,Non-profit organizations in Croatia,,"""Non-profit organizations in Croatia"" ""Croatia"" organization"
2026-04-25T19:53:07.568525Z,missing_url,Nonprofit Organizations in Croatia - WorldPlaces,Nonprofit Organizations in Croatia - WorldPlaces,,"""Nonprofit Organizations in Croatia - WorldPlaces"" ""Croatia"" organization"
2026-04-25T19:53:08.107551Z,missing_url,"Vis, Splitsko","Vis, Splitsko",,"""Vis, Splitsko"" ""Croatia"" organization"
