logged_at,reason,name,title,url,query
2026-04-25T01:48:00.442183Z,non_org_title,"List of Ngos, Charities and non-profits in Croatia - NGO Base","List of Ngos, Charities and non-profits in Croatia - NGO Base",,"""List of Ngos, Charities and non-profits in Croatia - NGO Base"" ""Croatia"" organization"
2026-04-25T01:48:00.990357Z,missing_url,HR/croatia-ngos,HR/croatia-ngos,,"""HR/croatia-ngos"" ""Croatia"" organization"
2026-04-25T01:48:01.529306Z,non_org_title,List of NGOs in Croatia - GlobalGiving Atlas,List of NGOs in Croatia - GlobalGiving Atlas,,"""List of NGOs in Croatia - GlobalGiving Atlas"" ""Croatia"" organization"
2026-04-25T01:48:02.076346Z,missing_url,Support to the work of associations - gov.hr,Support to the work of associations - gov.hr,,"""Support to the work of associations - gov.hr"" ""Croatia"" organization"
2026-04-25T01:48:02.630542Z,non_org_title,Associations and NGO in Croatia - Expat.com,Associations and NGO in Croatia - Expat.com,,"""Associations and NGO in Croatia - Expat.com"" ""Croatia"" organization"
2026-04-25T01:48:03.191704Z,non_org_title,"List of associations and NGOs in Croatia, non","List of associations and NGOs in Croatia, non",,"""List of associations and NGOs in Croatia, non"" ""Croatia"" organization"
2026-04-25T01:48:03.747283Z,missing_url,Office for Cooperation with NGOs - Home - udruge,Office for Cooperation with NGOs - Home - udruge,,"""Office for Cooperation with NGOs - Home - udruge"" ""Croatia"" organization"
2026-04-25T01:48:04.288750Z,missing_url,EU Programmes Swiss,EU Programmes Swiss,,"""EU Programmes Swiss"" ""Croatia"" organization"
2026-04-25T01:48:04.824439Z,missing_url,5 Charities Operating in Croatia - The Borgen Project,5 Charities Operating in Croatia - The Borgen Project,,"""5 Charities Operating in Croatia - The Borgen Project"" ""Croatia"" organization"
2026-04-25T01:48:05.361284Z,non_org_title,List Of Non-profit organizations in Croatia (Hrvatska),List Of Non-profit organizations in Croatia (Hrvatska),,"""List Of Non-profit organizations in Croatia (Hrvatska)"" ""Croatia"" organization"
2026-04-25T01:48:05.937952Z,missing_url,Non-profit organizations in Croatia,Non-profit organizations in Croatia,,"""Non-profit organizations in Croatia"" ""Croatia"" organization"
2026-04-25T01:48:06.513463Z,missing_url,Croatia | NGO Explorer,Croatia | NGO Explorer,,"""Croatia | NGO Explorer"" ""Croatia"" organization"
2026-04-25T01:48:07.078276Z,missing_url,PDF 202 CIVI,PDF 202 CIVI,,"""PDF 202 CIVI"" ""Croatia"" organization"
