logged_at,reason,name,title,url,query
2026-04-23T03:38:59.786188Z,non_org_title,"List of Ngos, Charities and non-profits in South Korea - NGO Base","List of Ngos, Charities and non-profits in South Korea - NGO Base",,"""List of Ngos, Charities and non-profits in South Korea - NGO Base"" ""South Korea"" organization"
2026-04-23T03:39:00.323259Z,missing_url,KR/south-korea-ngos,KR/south-korea-ngos,,"""KR/south-korea-ngos"" ""South Korea"" organization"
2026-04-23T03:39:00.866570Z,non_org_title,Below is a list of Non,Below is a list of Non,,"""Below is a list of Non"" ""South Korea"" organization"
2026-04-23T03:39:01.403311Z,non_org_title,List Of Charities In South Korea - AAM Nation Care,List Of Charities In South Korea - AAM Nation Care,,"""List Of Charities In South Korea - AAM Nation Care"" ""South Korea"" organization"
2026-04-23T03:39:01.953371Z,missing_url,"South Korea, the community chest institution","South Korea, the community chest institution",,"""South Korea, the community chest institution"" ""South Korea"" organization"
2026-04-23T03:39:02.505191Z,missing_url,South Korea - Global Impact - Project World Impact,South Korea - Global Impact - Project World Impact,,"""South Korea - Global Impact - Project World Impact"" ""South Korea"" organization"
2026-04-23T03:39:03.061485Z,non_org_title,List Of Non-profit organizations in South Korea,List Of Non-profit organizations in South Korea,,"""List Of Non-profit organizations in South Korea"" ""South Korea"" organization"
2026-04-23T03:39:03.606671Z,missing_url,Non-profit organizations which,Non-profit organizations which,,"""Non-profit organizations which"" ""South Korea"" organization"
2026-04-23T03:39:04.142333Z,missing_url,South Korea | NGO Explorer,South Korea | NGO Explorer,,"""South Korea | NGO Explorer"" ""South Korea"" organization"
2026-04-23T03:39:04.683537Z,non_org_title,Associations and NGO in South Korea - Expat.com,Associations and NGO in South Korea - Expat.com,,"""Associations and NGO in South Korea - Expat.com"" ""South Korea"" organization"
2026-04-23T03:39:05.220577Z,non_org_title,"List of associations and NGOs in South Korea, non","List of associations and NGOs in South Korea, non",,"""List of associations and NGOs in South Korea, non"" ""South Korea"" organization"
2026-04-23T03:39:05.755743Z,non_org_title,Top 8 Nonprofit Organizations in South Korea - Apr 2026,Top 8 Nonprofit Organizations in South Korea - Apr 2026,,"""Top 8 Nonprofit Organizations in South Korea - Apr 2026"" ""South Korea"" organization"
2026-04-23T03:39:06.297697Z,missing_url,Civil Society and NGOs Program - 서울대학교 아시아연구소,Civil Society and NGOs Program - 서울대학교 아시아연구소,,"""Civil Society and NGOs Program - 서울대학교 아시아연구소"" ""South Korea"" organization"
2026-04-23T03:39:06.841155Z,missing_url,NGOs and non,NGOs and non,,"""NGOs and non"" ""South Korea"" organization"
2026-04-23T03:39:07.387441Z,missing_url,Non-profit organisations based in South Korea - FamousFix,Non-profit organisations based in South Korea - FamousFix,,"""Non-profit organisations based in South Korea - FamousFix"" ""South Korea"" organization"
2026-04-23T03:39:07.924603Z,missing_url,Good Neighbors is a non,Good Neighbors is a non,,"""Good Neighbors is a non"" ""South Korea"" organization"
2026-04-23T03:39:08.472277Z,missing_url,South K,South K,,"""South K"" ""South Korea"" organization"
2026-04-23T03:39:09.027580Z,missing_url,Social and solidarity economy and cooperative movement in Asia Pacific,Social and solidarity economy and cooperative movement in Asia Pacific,,"""Social and solidarity economy and cooperative movement in Asia Pacific "" ""South Korea"" organization"
2026-04-23T03:39:09.578679Z,missing_url,Practicing Human Development Through Cooperatives: Policy Issues in,Practicing Human Development Through Cooperatives: Policy Issues in,,"""Practicing Human Development Through Cooperatives: Policy Issues in "" ""South Korea"" organization"
2026-04-23T03:39:10.126089Z,missing_url,How Policy Is Building a Social Economy in South Korea,How Policy Is Building a Social Economy in South Korea,,"""How Policy Is Building a Social Economy in South Korea"" ""South Korea"" organization"
2026-04-23T03:39:10.666026Z,missing_url,"Today, Korea's social and solidarity economy","Today, Korea's social and solidarity economy",,"""Today, Korea's social and solidarity economy"" ""South Korea"" organization"
2026-04-23T03:39:11.208489Z,missing_url,Worker cooperatives in South Korea | 37 | Cooperativism at Work | Hyun,Worker cooperatives in South Korea | 37 | Cooperativism at Work | Hyun,,"""Worker cooperatives in South Korea | 37 | Cooperativism at Work | Hyun"" ""South Korea"" organization"
2026-04-23T03:39:11.747058Z,missing_url,"Korean War, re","Korean War, re",,"""Korean War, re"" ""South Korea"" organization"
2026-04-23T03:39:12.290216Z,missing_url,Republic of Korea - coops4dev.coop,Republic of Korea - coops4dev.coop,,"""Republic of Korea - coops4dev.coop"" ""South Korea"" organization"
2026-04-23T03:39:12.827624Z,missing_url,"Post-independence, the cooperative movement in Korea","Post-independence, the cooperative movement in Korea",,"""Post-independence, the cooperative movement in Korea"" ""South Korea"" organization"
