logged_at,reason,name,title,url,query
2026-04-22T19:07:45.846337Z,non_org_title,List of non-governmental organizations in China - Wikipedia,List of non-governmental organizations in China - Wikipedia,,"""List of non-governmental organizations in China - Wikipedia"" ""China"" organization"
2026-04-22T19:07:46.393965Z,non_org_title,This article is a list of domestic and international non,This article is a list of domestic and international non,,"""This article is a list of domestic and international non"" ""China"" organization"
2026-04-22T19:07:46.946030Z,non_org_title,"List of Ngos, Charities and non-profits in China - NGO Base","List of Ngos, Charities and non-profits in China - NGO Base",,"""List of Ngos, Charities and non-profits in China - NGO Base"" ""China"" organization"
2026-04-22T19:07:47.484906Z,missing_url,CN/china-ngos,CN/china-ngos,,"""CN/china-ngos"" ""China"" organization"
2026-04-22T19:07:48.024743Z,non_org_title,NGO Directory - China Development Brief,NGO Directory - China Development Brief,,"""NGO Directory - China Development Brief"" ""China"" organization"
2026-04-22T19:07:48.576149Z,missing_url,Recording Civic Action in China - Spotlight Exhibits,Recording Civic Action in China - Spotlight Exhibits,,"""Recording Civic Action in China - Spotlight Exhibits"" ""China"" organization"
2026-04-22T19:07:49.110447Z,non_org_title,Worldwide NGO Directory,Worldwide NGO Directory,,"""Worldwide NGO Directory"" ""China"" organization"
2026-04-22T19:07:49.656994Z,non_org_title,The Worldwide NGO Directory,The Worldwide NGO Directory,,"""The Worldwide NGO Directory"" ""China"" organization"
2026-04-22T19:07:50.198390Z,missing_url,China NGO Network for International Exchanges - cnie.org.cn,China NGO Network for International Exchanges - cnie.org.cn,,"""China NGO Network for International Exchanges - cnie.org.cn"" ""China"" organization"
2026-04-22T19:07:50.755269Z,missing_url,Together to Implement the Global Development Initiative China,Together to Implement the Global Development Initiative China,,"""Together to Implement the Global Development Initiative China"" ""China"" organization"
2026-04-22T19:07:51.303773Z,missing_url,NGO Project - ChinaFile,NGO Project - ChinaFile,,"""NGO Project - ChinaFile"" ""China"" organization"
2026-04-22T19:07:51.850864Z,missing_url,The China NGO Project is a community,The China NGO Project is a community,,"""The China NGO Project is a community"" ""China"" organization"
2026-04-22T19:07:52.389365Z,missing_url,"Civil Society in China: Growth, Challenges, and Government Relations","Civil Society in China: Growth, Challenges, and Government Relations",,"""Civil Society in China: Growth, Challenges, and Government Relations"" ""China"" organization"
2026-04-22T19:07:52.928887Z,missing_url,The story of civil society in China,The story of civil society in China,,"""The story of civil society in China"" ""China"" organization"
2026-04-22T19:07:53.489255Z,missing_url,China - ICNL,China - ICNL,,"""China - ICNL"" ""China"" organization"
2026-04-22T19:07:54.036145Z,missing_url,Edit links,Edit links,,"""Edit links"" ""China"" organization"
2026-04-22T19:07:54.579559Z,missing_url,Add links,Add links,,"""Add links"" ""China"" organization"
2026-04-22T19:07:55.131904Z,missing_url,China's NGO network,China's NGO network,,"""China's NGO network"" ""China"" organization"
2026-04-22T19:07:55.676896Z,missing_url,Chinese NGO Interactive Network,Chinese NGO Interactive Network,,"""Chinese NGO Interactive Network"" ""China"" organization"
2026-04-22T19:07:56.218588Z,missing_url,China CSR Map,China CSR Map,,"""China CSR Map"" ""China"" organization"
2026-04-22T19:07:56.757322Z,missing_url,China Development Brief,China Development Brief,,"""China Development Brief"" ""China"" organization"
2026-04-22T19:07:57.309460Z,non_org_title,Database of over 200 International NGOs operating in China,Database of over 200 International NGOs operating in China,,"""Database of over 200 International NGOs operating in China"" ""China"" organization"
2026-04-22T19:07:57.854229Z,non_org_title,Database of NGOs operating in China,Database of NGOs operating in China,,"""Database of NGOs operating in China"" ""China"" organization"
2026-04-22T19:07:58.410081Z,missing_url,Report on China's Tax Rules For Not-For-Profit Organizations,Report on China's Tax Rules For Not-For-Profit Organizations,,"""Report on China's Tax Rules For Not-For-Profit Organizations"" ""China"" organization"
2026-04-22T19:07:58.951088Z,non_org_title,The World Bank and NGOs in China,The World Bank and NGOs in China,,"""The World Bank and NGOs in China"" ""China"" organization"
2026-04-22T19:07:59.498832Z,missing_url,A Study of Chinese Philanthropy by Danqing Li,A Study of Chinese Philanthropy by Danqing Li,,"""A Study of Chinese Philanthropy by Danqing Li"" ""China"" organization"
2026-04-22T19:08:00.040770Z,missing_url,"Wikimedia Foundation, Inc","Wikimedia Foundation, Inc",,"""Wikimedia Foundation, Inc"" ""China"" organization"
