logged_at,reason,name,title,url,query
2026-04-24T09:52:24.424819Z,non_org_title,"List of NGOs, Charities and Nonprofits in Seoul - NGO Base","List of NGOs, Charities and Nonprofits in Seoul - NGO Base",,"""List of NGOs, Charities and Nonprofits in Seoul - NGO Base"" ""South Korea"" organization"
2026-04-24T09:52:24.978693Z,missing_url,SE/seoul-ngos,SE/seoul-ngos,,"""SE/seoul-ngos"" ""South Korea"" organization"
2026-04-24T09:52:25.553603Z,missing_url,South Korea | NGO Explorer,South Korea | NGO Explorer,,"""South Korea | NGO Explorer"" ""South Korea"" organization"
2026-04-24T09:52:26.124092Z,non_org_title,Associations and NGO in South Korea - Expat.com,Associations and NGO in South Korea - Expat.com,,"""Associations and NGO in South Korea - Expat.com"" ""South Korea"" organization"
2026-04-24T09:52:26.681267Z,non_org_title,"List of associations and NGOs in South Korea, non","List of associations and NGOs in South Korea, non",,"""List of associations and NGOs in South Korea, non"" ""South Korea"" organization"
2026-04-24T09:52:27.222541Z,non_org_title,List Of Charities In South Korea - AAM Nation Care,List Of Charities In South Korea - AAM Nation Care,,"""List Of Charities In South Korea - AAM Nation Care"" ""South Korea"" organization"
2026-04-24T09:52:27.767881Z,missing_url,"South Korea, the community chest institution","South Korea, the community chest institution",,"""South Korea, the community chest institution"" ""South Korea"" organization"
2026-04-24T09:52:28.325597Z,missing_url,단체통합 검색 < Ngo/Npo Db < 자원db < 사회공헌센터,단체통합 검색 < Ngo/Npo Db < 자원db < 사회공헌센터,,"""단체통합 검색 < Ngo/Npo Db < 자원db < 사회공헌센터"" ""South Korea"" organization"
2026-04-24T09:52:28.910955Z,missing_url,South Korea - Global Impact - Project World Impact,South Korea - Global Impact - Project World Impact,,"""South Korea - Global Impact - Project World Impact"" ""South Korea"" organization"
2026-04-24T09:52:29.505654Z,missing_url,United Nations Civil Society Participation,United Nations Civil Society Participation,,"""United Nations Civil Society Participation"" ""South Korea"" organization"
2026-04-24T09:52:30.087605Z,non_org_title,List Of Non-profit organizations in South Korea,List Of Non-profit organizations in South Korea,,"""List Of Non-profit organizations in South Korea"" ""South Korea"" organization"
2026-04-24T09:52:30.639144Z,missing_url,Non-profit organizations which,Non-profit organizations which,,"""Non-profit organizations which"" ""South Korea"" organization"
2026-04-24T09:52:31.198648Z,missing_url,Civil Society and NGOs Program - 서울대학교 아시아연구소,Civil Society and NGOs Program - 서울대학교 아시아연구소,,"""Civil Society and NGOs Program - 서울대학교 아시아연구소"" ""South Korea"" organization"
2026-04-24T09:52:31.753430Z,missing_url,NGOs and non,NGOs and non,,"""NGOs and non"" ""South Korea"" organization"
2026-04-24T09:52:32.317522Z,non_org_title,Top 8 Nonprofit Organizations in So,Top 8 Nonprofit Organizations in So,,"""Top 8 Nonprofit Organizations in So"" ""South Korea"" organization"
