logged_at,reason,name,title,url,query
2026-04-25T04:49:28.443248Z,non_org_title,"List of Ngos, Charities and non-profits in Croatia - NGO Base","List of Ngos, Charities and non-profits in Croatia - NGO Base",,"""List of Ngos, Charities and non-profits in Croatia - NGO Base"" ""Croatia"" organization"
2026-04-25T04:49:28.998182Z,missing_url,HR/croatia-ngos,HR/croatia-ngos,,"""HR/croatia-ngos"" ""Croatia"" organization"
2026-04-25T04:49:29.544356Z,non_org_title,List of NGOs in Croatia - GlobalGiving Atlas,List of NGOs in Croatia - GlobalGiving Atlas,,"""List of NGOs in Croatia - GlobalGiving Atlas"" ""Croatia"" organization"
2026-04-25T04:49:30.098252Z,missing_url,Support to the work of associations - gov.hr,Support to the work of associations - gov.hr,,"""Support to the work of associations - gov.hr"" ""Croatia"" organization"
2026-04-25T04:49:30.655067Z,missing_url,Office for Cooperation with NGOs - Home - udruge,Office for Cooperation with NGOs - Home - udruge,,"""Office for Cooperation with NGOs - Home - udruge"" ""Croatia"" organization"
2026-04-25T04:49:31.199122Z,missing_url,EU Programmes Swiss,EU Programmes Swiss,,"""EU Programmes Swiss"" ""Croatia"" organization"
2026-04-25T04:49:31.744815Z,non_org_title,Associations and NGO in Croatia - Expat.com,Associations and NGO in Croatia - Expat.com,,"""Associations and NGO in Croatia - Expat.com"" ""Croatia"" organization"
2026-04-25T04:49:32.282250Z,non_org_title,"List of associations and NGOs in Croatia, non","List of associations and NGOs in Croatia, non",,"""List of associations and NGOs in Croatia, non"" ""Croatia"" organization"
2026-04-25T04:49:32.824613Z,missing_url,5 Charities Operating in Croatia - The Borgen Project,5 Charities Operating in Croatia - The Borgen Project,,"""5 Charities Operating in Croatia - The Borgen Project"" ""Croatia"" organization"
2026-04-25T04:49:33.400440Z,missing_url,PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo,PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo,,"""PDF 202 CIVIL SOCIETY ORGANIZATION SUSTAINABILITY INDE - Ceraneo"" ""Croatia"" organization"
2026-04-25T04:49:33.968450Z,missing_url,CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR,CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR,,"""CIVIL-SOCIETY-INDEX-IN-CROATIA-FOR"" ""Croatia"" organization"
2026-04-25T04:49:34.539012Z,missing_url,Croatia | NGO Explorer,Croatia | NGO Explorer,,"""Croatia | NGO Explorer"" ""Croatia"" organization"
2026-04-25T04:49:35.104537Z,missing_url,PDF Civil Soci,PDF Civil Soci,,"""PDF Civil Soci"" ""Croatia"" organization"
