logged_at,reason,name,title,url,query
2026-04-22T21:43:58.300352Z,missing_url,Edit links,Edit links,,"""Edit links"" ""China"" organization"
2026-04-22T21:44:10.328689Z,missing_url,Add links,Add links,,"""Add links"" ""China"" organization"
2026-04-22T21:44:22.349689Z,missing_url,China's NGO network,China's NGO network,,"""China's NGO network"" ""China"" organization"
2026-04-22T21:44:34.378130Z,missing_url,Chinese NGO Interactive Network,Chinese NGO Interactive Network,,"""Chinese NGO Interactive Network"" ""China"" organization"
2026-04-22T21:44:46.409815Z,missing_url,China CSR Map,China CSR Map,,"""China CSR Map"" ""China"" organization"
2026-04-22T21:44:58.442073Z,missing_url,China Development Brief,China Development Brief,,"""China Development Brief"" ""China"" organization"
2026-04-22T21:45:10.463314Z,non_org_title,Database of over 200 International NGOs operating in China,Database of over 200 International NGOs operating in China,,"""Database of over 200 International NGOs operating in China"" ""China"" organization"
2026-04-22T21:45:22.489076Z,non_org_title,Database of NGOs operating in China,Database of NGOs operating in China,,"""Database of NGOs operating in China"" ""China"" organization"
2026-04-22T21:45:34.527747Z,missing_url,Report on China's Tax Rules For Not-For-Profit Organizations,Report on China's Tax Rules For Not-For-Profit Organizations,,"""Report on China's Tax Rules For Not-For-Profit Organizations"" ""China"" organization"
2026-04-22T21:45:46.559202Z,non_org_title,The World Bank and NGOs in China,The World Bank and NGOs in China,,"""The World Bank and NGOs in China"" ""China"" organization"
2026-04-22T21:45:58.597283Z,missing_url,A Study of Chinese Philanthropy by Danqing Li,A Study of Chinese Philanthropy by Danqing Li,,"""A Study of Chinese Philanthropy by Danqing Li"" ""China"" organization"
2026-04-22T21:46:10.620014Z,missing_url,"Wikimedia Foundation, Inc","Wikimedia Foundation, Inc",,"""Wikimedia Foundation, Inc"" ""China"" organization"
