logged_at,reason,name,title,url,query
2026-04-22T21:13:36.693573Z,missing_url,Edit links,Edit links,,"""Edit links"" ""China"" organization"
2026-04-22T21:13:48.719356Z,missing_url,Add links,Add links,,"""Add links"" ""China"" organization"
2026-04-22T21:14:00.746170Z,missing_url,China's NGO network,China's NGO network,,"""China's NGO network"" ""China"" organization"
2026-04-22T21:14:12.766180Z,missing_url,Chinese NGO Interactive Network,Chinese NGO Interactive Network,,"""Chinese NGO Interactive Network"" ""China"" organization"
2026-04-22T21:14:24.789342Z,missing_url,China CSR Map,China CSR Map,,"""China CSR Map"" ""China"" organization"
2026-04-22T21:14:36.823338Z,missing_url,China Development Brief,China Development Brief,,"""China Development Brief"" ""China"" organization"
2026-04-22T21:14:48.850328Z,non_org_title,Database of over 200 International NGOs operating in China,Database of over 200 International NGOs operating in China,,"""Database of over 200 International NGOs operating in China"" ""China"" organization"
2026-04-22T21:15:00.869670Z,non_org_title,Database of NGOs operating in China,Database of NGOs operating in China,,"""Database of NGOs operating in China"" ""China"" organization"
2026-04-22T21:15:12.899914Z,missing_url,Report on China's Tax Rules For Not-For-Profit Organizations,Report on China's Tax Rules For Not-For-Profit Organizations,,"""Report on China's Tax Rules For Not-For-Profit Organizations"" ""China"" organization"
2026-04-22T21:15:24.919219Z,non_org_title,The World Bank and NGOs in China,The World Bank and NGOs in China,,"""The World Bank and NGOs in China"" ""China"" organization"
2026-04-22T21:15:36.948207Z,missing_url,A Study of Chinese Philanthropy by Danqing Li,A Study of Chinese Philanthropy by Danqing Li,,"""A Study of Chinese Philanthropy by Danqing Li"" ""China"" organization"
2026-04-22T21:15:48.980931Z,missing_url,"Wikimedia Foundation, Inc","Wikimedia Foundation, Inc",,"""Wikimedia Foundation, Inc"" ""China"" organization"
