id,name,country_code,country_name,state_province,city,registration_id,registration_type,description,website,email,phone,framework_area,ntee_code,icnpo_code,source,source_id,last_filing_year,annual_revenue,employee_count,lat,lon,model_type,tags,alignment_score,evidence_url,evidence_quote,last_verified_at
719613,Biblioteca Pedro Mir,DO,Dominican Republic,,,,,library,http://uasd.edu.do/index.php/biblioteca,,,education,,,wikidata,Q48782290,,,,18.74,-70.16,nonprofit,tier_b,3,,,
719619,Biblioteca de la Consejería Cultural de la Embajada de España en Santo Domingo,DO,Dominican Republic,,,,,library,,,,education,,,wikidata,Q85727018,,,,18.74,-70.16,nonprofit,tier_b,3,,,
719614,Biblioteca del Centro Cultural de España en Santo Domingo,DO,Dominican Republic,,,,,library,http://ccesd.org/mediateca/biblioteca/,,,education,,,wikidata,Q85727021,,,,18.74,-70.16,nonprofit,tier_b,3,,,
719316,"Centro de Políticas Públicas, Desarrollo y Liderazgo RD",DO,Dominican Republic,,,,,"nonprofit, nonpartisan think tank created in 2013 in the Dominican Republic to strengthen democracy, transparency and citizen participation",,,,democracy,,,wikidata,Q96037357,,,,18.74,-70.16,nonprofit,tier_b,3,,,
719313,Dominican Red Cross,DO,Dominican Republic,,,,,Dominican humanitarian organization,https://cruzroja.org.do/,,,democracy,,,wikidata,Q56289825,,,,18.74,-70.16,nonprofit,tier_b,3,,,
762937,Dominican Social Alliance,DO,Dominican Republic,,,,,,,,,democracy,,,wikidata,Q5290823,,,,18.74,-70.16,nonprofit,,2,,,
764689,Habitat for Humanity Dominican Republic,DO,Dominican Republic,,Santo Domingo,,land_and_housing/sweat_equity_program,Habitat for Humanity country or regional office. Sweat-equity homeownership program. See https://habitatdominicana.org/.,https://habitatdominicana.org/,,,housing_land,,,habitat_affiliates,DO:habitat-for-humanity-dominican-republic,,,,18.74,-70.16,sweat_equity_program,"habitat_affiliate,sweat_equity",3,https://habitatdominicana.org/,,
719610,Historical Centre of Puerto Plata,DO,Dominican Republic,,,,,Tentative World Heritage Site in Dominican Republic,,,,recreation_arts,,,wikidata,Q65123142,,,,18.74,-70.16,nonprofit,tier_b,3,,,
762938,Hospital Infantil Dr. Robert Reid Cabral,DO,Dominican Republic,,,,,"healthcare organization in Santo Domingo, Dominican Republic",http://www.hirrc.org/,,,healthcare,,,wikidata,Q50036679,,,,18.74,-70.16,nonprofit,,2,,,
762922,Instituto Dermatológico y Cirugía de Piel,DO,Dominican Republic,,,,,"nonprofit organization in Santo Domingo, Dominican Republic",http://dermatologico.org.do/,,,democracy,,,wikidata,Q30270015,,,,18.74,-70.16,nonprofit,,2,,,
762208,Jardín Botanico,DO,Dominican Republic,,,,,"environmental education center in Calarcá, Colombia",http://www.jardinbotanicoquindio.org,,,education,,,wikidata,Q6159869,,,,18.74,-70.16,nonprofit,,2,,,
719622,Pedro Henríquez Ureña National Library,DO,Dominican Republic,,,,,national library of the Dominican Republic,http://www.bnphu.gob.do,,,education,,,wikidata,Q630740,,,,18.74,-70.16,nonprofit,tier_b,3,,,
762929,Profamilia,DO,Dominican Republic,,,,,"nonprofit organization in Santo Domingo, Dominican Republic",http://www.profamilia.org.do/,,,democracy,,,wikidata,Q30282493,,,,18.74,-70.16,nonprofit,,2,,,
762928,Reef Check - Dominican Republic,DO,Dominican Republic,,,,,"nonprofit organization in Santo Domingo, Dominican Republic",https://www.reefcheckdr.org/,,,democracy,,,wikidata,Q107518712,,,,18.74,-70.16,nonprofit,,2,,,
719348,Universidad Agroforestal Fernando Arturo de Meriño,DO,Dominican Republic,,,,,"university in Jarabacoa, Dominican Republic",http://uafam.edu.do/,,,education,,,wikidata,Q29054538,,,,18.74,-70.16,nonprofit,tier_b,3,,,
719615,dominicana.gob.do,DO,Dominican Republic,,,,,Open data in Dominican Republic,http://dominicana.gob.do/,,,energy_digital,,,wikidata,Q97142453,,,,18.74,-70.16,nonprofit,tier_b,3,,,
